"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"58",-0.005029,-0.001728,0.017604,-0.001196,0.001317,-0.005192,0.005483,-0.018715,-0.003338,-0.014779,0.000751,0.015125,-0.010285,0.021812,-0.02643,0.011051,0.005412,0.006214,-0.01262,-0.006448,-0.02139,-0.002888,-0.000245,-0.008728,3.2e-05,0.002746,-0.020298,0.006199,0.004919,-0.02323,-0.007292,-0.004396,-0.008424,0.004826,0.002561,0.015051,-0.007195,-0.01523,0.018381,0.008997,0.024081,-0.012729,0.030126,0.013929,-0.010451,0.015778,-0.019145,-0.005711,-0.001818,0.011948,-0.007205,0.015696,0.018136,0.000602,-0.007897,0.003822,0.01703,-0.021612,-0.021828,0.051992,-0.017284,-0.013667,-0.006334,0.000223,-0.039428,-0.048378,-0.004302,-0.00284,-0.01263,-0.005445,0.004316,-0.006267,0.00766,-0.01829,-0.007287,0.017436,0.022856,-0.009993,-0.024696,-0.016492,0.01035,0.000636,0.010372,-0.007268,0.000626,-0.000506,-0.013331,-0.023441,0.016396,-0.015343,-0.005868,0.036191,0.008736,0.008267,-0.036251,0.018902,0.039913,0.000546,-0.016737,-0.022335
"Room",-0.001243,-0.016357,0.024877,-0.005868,0.031174,-0.008748,0.021028,-0.02045,-0.008096,-0.004646,0.014705,0.014084,-0.017921,0.012243,-0.032785,-0.007232,0.01926,0.013083,-0.022526,-0.033184,-0.035838,-0.009318,0.008965,-0.011299,0.004126,0.003189,-0.019694,0.015158,0.007895,-0.007697,-0.000928,0.005092,-0.010687,-0.007843,-0.023418,0.019327,0.013904,-0.008538,0.017141,0.01779,0.026677,-0.018645,0.003726,0.022658,-0.019855,0.008883,-0.015148,-0.001766,-0.019777,0.02179,-0.009778,0.004336,0.029519,-0.004772,0.009173,-0.002194,0.015404,-0.008929,-0.02149,0.040974,-0.008866,-0.01331,-0.003816,-0.00573,-0.014264,-0.036509,-0.019328,0.019745,-0.025471,0.003699,0.010485,-0.000743,0.028641,-0.008004,-0.013194,0.016085,0.029481,-0.010728,-0.027526,-0.013827,0.020675,0.005526,0.001357,-0.006241,0.012386,-0.010137,-0.011991,-0.010203,0.001685,-0.002797,-0.013551,0.010649,0.005826,0.010977,-0.040278,-0.002339,0.019191,0.001268,-0.014879,-0.019377
"Maryland",-0.007084,0.001622,0.00369,0.003701,0.002255,-0.00391,0.000758,-0.004405,-0.000224,-0.005784,0.008309,0.001485,-0.003709,0.005472,-0.01142,0.000842,0.004923,-0.004053,-0.002522,-0.000536,-0.011595,-0.004081,-0.005149,-0.004259,0.000708,-0.000453,-0.007064,7e-05,0.000181,-0.008279,-0.002118,0.001765,0.002715,-0.001278,-0.004706,0.01027,-3.4e-05,-0.004121,0.002279,0.00158,0.015917,-0.006093,0.00629,-0.000202,-0.002061,0.007303,-0.009331,-0.001552,0.002254,0.010932,-0.00663,0.006868,0.006809,0.002284,-0.002163,-0.00428,0.008836,-0.004009,-0.002473,0.010411,-0.007295,-0.013445,0.001944,-0.002552,-0.011134,-0.018243,-0.002553,0.003764,0.001141,-0.004995,-0.000821,-0.003142,0.003502,-0.006741,-0.002192,0.007685,0.006934,-0.008555,-0.008625,-0.00608,0.008718,0.002273,0.00667,0.001046,0.000673,0.005188,-0.000951,-0.00909,2.8e-05,-0.003205,-0.007363,0.008948,-0.001558,0.004859,-0.013854,0.000123,0.012443,0.000142,-0.001883,0.001217
"Conversation.",-0.002157,-0.020677,0.027477,-0.002865,0.036504,-0.0271,0.031519,-0.026599,-0.020295,-0.015065,0.033034,0.012924,-0.016388,0.008201,-0.035054,-0.001473,0.021438,0.022397,-0.030248,-0.037513,-0.040841,-0.019667,0.017432,-0.013314,0.024113,-0.011094,-0.035533,0.015663,0.014256,-0.015421,-0.001427,0.008225,-0.003571,-0.010928,-0.020962,0.029188,0.011279,0.000416,0.023584,0.01253,0.025148,-0.011647,0.012032,0.01071,-0.018988,0.015547,-0.022972,-0.011414,-0.01816,0.017056,-0.004672,0.003497,0.029368,-0.004444,0.020885,-0.010177,0.023376,-0.028754,-0.03389,0.044323,-0.007456,-0.019938,-0.010765,-0.023425,-0.026737,-0.05313,-0.025566,0.003296,-0.023185,0.006482,0.01879,-0.016192,0.024035,-0.001549,-0.012849,0.028219,0.046028,-0.014249,-0.03471,-0.012334,0.023736,0.013477,-0.002567,0.002024,0.019397,-0.019486,-0.007061,-0.003441,0.002777,0.001745,-0.026341,0.011914,0.011024,0.013182,-0.041706,-0.010997,0.025006,-0.008059,-0.025828,-0.014481
"From",-0.005051,-0.015004,0.015852,0.004892,0.022178,-0.009563,0.020207,-0.016661,-0.000822,-0.004218,0.017154,0.004608,-0.015914,0.011574,-0.021948,-0.002263,0.007868,0.010813,-0.015442,-0.022175,-0.028182,-0.00713,0.008406,-0.005052,0.001024,0.005967,-0.014108,-0.001375,0.003616,-0.010823,-0.001306,0.005061,0.000918,0.003787,-0.021378,0.012945,0.013188,-0.005736,0.006007,0.002573,0.024852,-0.014002,0.001671,0.014326,-0.014046,0.013312,-0.010348,0.00111,-0.009573,0.012381,-0.002955,0.007191,0.013599,-0.001085,0.005945,-0.008442,0.003414,-0.009322,-0.016121,0.028444,-0.007928,-0.010831,-0.00049,-0.009918,-0.013628,-0.023552,-0.015109,0.009556,-0.007817,0.007427,0.002246,-0.006334,0.018603,0.00111,-0.001614,0.014091,0.021427,-0.007683,-0.019076,-0.01297,0.014181,0.0051,0.008603,-0.008808,0.007415,-0.001406,-0.001425,-0.001842,0.002519,-0.002591,-0.014463,0.013586,0.002126,0.00197,-0.025453,-0.009945,0.008574,-0.002379,-0.015769,-0.010953
"Passy",-0.013223,-0.011591,0.023323,0.00908,0.020101,-0.002466,0.011787,-0.013268,0.004651,-0.007408,0.013346,0.013475,-0.018283,0.01241,-0.03183,0.003976,0.007103,-0.003745,-0.021213,-0.021283,-0.030246,-0.003805,0.010676,-0.011596,-0.003892,0.004373,-0.006777,0.004765,0.005594,-0.017908,-0.000659,0.003493,-0.007905,0.002801,-0.019725,0.011864,0.010934,-0.015703,0.011784,0.01596,0.029748,-0.018068,0.012897,0.015738,-0.018322,0.013687,-0.018896,-0.00572,-0.011236,0.016074,-0.009399,0.007493,0.026572,-0.002659,0.000537,-0.00115,0.016238,-0.013975,-0.015627,0.04513,-0.012117,-0.015458,-0.001551,-0.005547,-0.019739,-0.034896,-0.011013,0.008809,-0.010645,-0.000974,0.002831,-0.000243,0.022277,-0.006911,-0.005943,0.008572,0.019575,-0.010424,-0.024237,-0.015521,0.017303,0.009566,0.00576,-0.004229,0.006415,-2e-04,-0.014907,-0.007318,0.006875,-0.005821,-0.008855,0.024453,-0.005585,0.010726,-0.040013,0.003318,0.018187,0.001758,-0.01735,-0.020795
"Jennings",-0.004846,0.013952,0.023758,-0.008847,-0.000908,0.021568,-0.000688,0.012414,0.014406,-0.038091,-0.039436,0.026431,0.008609,-0.003362,-0.02535,-0.00209,0.010333,-0.028641,-0.013675,0.016738,-0.034438,0.007535,-0.029824,-0.022715,0.005819,-0.019276,0.001601,0.022535,0.039342,0.001338,-0.004862,-0.019199,-0.020256,-0.012352,0.005108,0.011717,-0.015162,-0.024079,0.040948,0.026051,-0.010572,-0.021301,0.032221,0.019834,0.0068,0.002265,-0.014656,0.002582,0.031099,0.007209,-0.028479,0.036777,0.031353,0.014961,-0.002808,0.033278,0.041652,-0.020447,-0.00801,0.024885,-0.031543,-0.021656,0.004097,0.025696,-0.06553,-0.020735,0.000624,0.012425,-0.014859,-0.019333,0.010457,-0.01989,-0.009438,-0.041211,-0.033139,0.010386,0.012865,-0.004789,-0.012893,-0.00598,0.042451,-0.008245,-0.013237,0.018776,-0.025911,-0.000796,-0.017223,-0.049353,-0.006917,0.003119,-0.004209,0.017506,-0.007643,0.02063,-0.028178,0.023772,0.023562,0.017356,-0.005388,-0.050066
"Miller",-0.004303,-0.009861,0.027613,-0.002489,0.023294,-0.004949,0.012827,-0.009232,0.006377,-0.00749,0.014926,0.011189,-0.015377,0.006895,-0.02281,-0.008064,0.009765,-0.001636,-0.023925,-0.024736,-0.033291,-0.006468,0.007247,-0.014904,0.00156,0.002778,-0.011046,0.007105,0.006538,0.001904,0.001726,0.003195,-0.000524,-0.006629,-0.031414,0.014403,0.017258,-0.011644,0.015515,0.022942,0.022432,-0.020405,-4.6e-05,0.01593,-0.020006,0.010542,-0.00772,0.001153,-0.017643,0.017861,-0.009424,0.005884,0.022638,-0.006649,0.016287,-0.007712,0.009958,-0.010473,-0.015311,0.031712,-0.007862,-0.013115,-0.012168,-0.006774,-0.011545,-0.017793,-0.011534,0.017975,-0.020485,0.00051,0.008675,-0.004012,0.025447,-0.009292,-0.009924,0.008264,0.015747,-0.007899,-0.018799,-0.015096,0.024993,0.015017,-0.00649,-0.008114,0.010934,-0.006245,-0.006749,-0.004214,0.007064,-0.000522,-0.014014,0.010056,-0.008863,0.005137,-0.035145,-0.009445,0.002602,-0.004831,-0.019608,-0.020675
"permitted",-0.01281,-0.02488,0.028945,0.00291,0.036785,-0.017274,0.028921,-0.017937,-0.008894,-0.008692,0.030876,0.009282,-0.01724,0.008078,-0.029703,-0.007717,0.017582,0.008291,-0.022849,-0.035086,-0.050611,-0.012644,0.025662,-0.02074,0.004919,0.005474,-0.014806,0.006794,0.004851,-0.004276,0.001296,0.013711,0.000533,-0.001699,-0.041159,0.024923,0.032975,-0.00547,0.012648,0.020563,0.031961,-0.022496,-0.00349,0.02036,-0.034008,0.012067,-0.013125,-0.002455,-0.022429,0.030892,-0.005515,0.000669,0.036859,-0.00426,0.020486,-0.019965,0.01661,-0.006139,-0.029417,0.049501,-0.001634,-0.017899,-0.009227,-0.0266,-0.009838,-0.039743,-0.018788,0.020652,-0.0221,0.014558,0.008864,-0.000473,0.032704,-0.001531,-0.013209,0.011532,0.028845,-0.011648,-0.026825,-0.025718,0.026112,0.014981,0.007115,-0.01179,0.022766,-0.014844,-0.003957,-0.000945,0.010687,-0.001111,-0.019408,0.013971,0.003267,0.004522,-0.048178,-0.013072,0.015794,-0.011977,-0.021306,-0.00794
"violent",0.004089,-0.009886,0.022187,0.001084,0.013287,-0.015319,0.020454,-0.019968,-0.01241,-0.00221,0.013666,0.015036,-0.004656,0.013492,-0.024981,-0.002512,0.010406,0.017449,-0.020341,-0.017363,-0.029586,-0.008685,0.016475,-0.004099,0.004191,0.002551,-0.01763,0.010765,0.002062,-0.008767,-0.003816,0.005913,-0.008661,-0.002607,-0.012631,0.014311,0.009653,-0.000842,0.013417,0.003221,0.024069,-0.006098,0.005895,0.004814,-0.012145,0.011383,-0.017982,-0.006888,-0.014495,0.012773,-0.000553,0.00569,0.022872,-0.006905,0.011241,-0.007895,0.016606,-0.019393,-0.020226,0.034641,-0.005106,-0.0091,-0.00295,-0.005304,-0.011061,-0.028548,-0.015863,0.009232,-0.014462,-0.00188,0.004372,-0.000941,0.010471,-0.005769,-0.003138,0.01459,0.029565,-0.006497,-0.016006,-0.010535,0.013343,0.006786,0.002219,-0.000926,0.007907,-0.008138,-0.004504,-0.003604,0.00295,-0.006025,-0.015742,0.013343,0.009978,0.004776,-0.025453,0.002597,0.020818,-0.005205,-0.009092,-0.011169
"Nature",-0.003965,-0.01565,0.018861,0.002498,0.026403,-0.011145,0.020967,-0.013563,-0.004394,-0.003082,0.018666,0.012062,-0.012841,0.014436,-0.028636,-0.000585,0.010701,0.015719,-0.016034,-0.026654,-0.032909,-0.002918,0.015678,-0.007523,0.009073,0.000125,-0.01399,0.008626,0.002565,-0.010426,-0.004864,0.010282,0.000262,-0.004203,-0.018549,0.01859,0.014678,-0.004399,0.007795,0.0117,0.025038,-0.008512,0.007765,0.015042,-0.018671,0.015966,-0.010392,-0.008833,-0.016239,0.011285,-0.000306,0.007847,0.023891,-0.006071,0.011954,-0.008841,0.014759,-0.007858,-0.016092,0.034113,-0.004196,-0.006732,-0.001317,-0.011526,-0.015617,-0.032396,-0.015488,0.006592,-0.009676,0.007734,0.009922,-0.005274,0.017909,0.00133,-0.001757,0.010323,0.024971,-0.007938,-0.022382,-0.018664,0.009788,0.010494,0.005181,-0.003495,0.005709,-0.005131,-0.007421,-0.005118,0.009854,-0.00635,-0.014455,0.01403,0.005628,0.009495,-0.031291,-0.009588,0.009954,-0.006139,-0.018248,-0.012001
"R.",-0.005479,-0.012203,0.020344,-0.000268,0.021829,-0.007784,0.021144,-0.01445,-0.002624,-0.002925,0.017129,0.013731,-0.009087,0.015684,-0.027013,0.000232,0.012382,0.001507,-0.014882,-0.022521,-0.027519,-0.002586,0.005544,-0.014879,0.001565,-0.001563,-0.013599,0.008744,0.011541,-0.014647,-0.003628,0.003758,0.00071,0.001973,-0.0146,0.013665,0.016541,-0.006116,0.012236,0.007135,0.027019,-0.01386,0.007374,0.017591,-0.018272,0.009749,-0.01525,-0.006075,-0.012973,0.011037,-0.004622,0.002902,0.020563,-0.006602,0.002494,-0.010691,0.0091,-0.006732,-0.014287,0.043814,-0.003043,-0.013256,-0.003239,-0.009313,-0.021958,-0.031516,-0.010118,0.009192,-0.016146,0.005895,0.004529,-0.004286,0.016121,-0.00281,-0.0043,0.015497,0.019252,-0.014102,-0.017519,-0.016243,0.014262,0.003143,0.00984,-0.010412,0.002669,-0.005863,-0.004891,-0.013964,0.00687,-0.005971,-0.009006,0.018394,0.000818,0.007477,-0.039223,-0.002753,0.016985,0.000704,-0.015457,-0.011021
"Papers",-0.00395,-0.020377,0.027049,-0.00511,0.030983,-0.016413,0.033188,-0.027043,-0.008486,0.002613,0.029122,0.014289,-0.023746,0.012541,-0.027732,0.002625,0.018153,0.011948,-0.021767,-0.032576,-0.03771,-0.001185,0.018464,-0.006529,0.00195,0.004373,-0.017977,0.005785,0.004853,-0.018119,-0.007006,0.009687,0.000952,0.001365,-0.02615,0.018073,0.018896,-0.005871,0.006591,0.013551,0.031987,-0.019865,0.00354,0.020962,-0.023968,0.015364,-0.019259,-0.003728,-0.02629,0.015727,-0.005615,0.00109,0.031406,-0.012152,0.015467,-0.011709,0.013962,-0.011869,-0.027422,0.048461,-0.009968,-0.005324,-0.002191,-0.012113,-0.00732,-0.032011,-0.021719,0.008382,-0.015602,0.010394,0.013134,-0.004547,0.027001,0.005145,-0.003337,0.016181,0.027054,-0.009158,-0.02606,-0.020348,0.0172,0.01443,0.003959,-0.013781,0.013259,-0.013222,-0.007769,-0.006307,0.005913,-0.001243,-0.009873,0.02369,5.8e-05,0.008392,-0.037546,-0.011685,0.017453,-0.004243,-0.020193,-0.006231
"Sunday",-0.003441,-0.002083,0.012003,0.003205,0.00683,-0.000855,0.01147,-0.007735,0.001131,-0.003954,-0.000864,0.003595,-0.004637,0.005378,-0.016472,-0.002231,0.008352,0.001217,-0.004086,-0.01201,-0.01487,-0.005949,-0.002858,-0.008182,0.001435,0.002417,-0.006604,0.007947,0.009637,-0.005317,-0.006136,0.001381,-0.002924,0.005901,-0.003782,0.00907,0.004014,-0.00953,0.014281,0.000985,0.011842,-0.010282,0.01219,0.008535,-0.004383,0.012569,-0.007422,-0.006889,-0.002143,0.010079,-0.004933,0.009177,0.018589,-0.001927,0.000309,0.002526,0.010242,-0.010462,-0.010013,0.03125,-0.012362,-0.008999,-0.005459,0.00494,-0.025315,-0.027844,-0.009215,0.00545,-0.009697,0.001923,0.000702,-0.002117,0.009448,-0.012053,-0.002306,0.010682,0.014211,-0.01135,-0.017736,-0.008948,0.007978,-0.001862,0.005925,-0.004004,0.004011,-0.000159,-0.0044,-0.016964,0.001712,-0.008254,-0.002579,0.019716,-0.001185,0.012063,-0.021471,0.004872,0.023287,-0.001766,-0.012983,-0.017317
"Select",-0.005682,-0.014717,0.023864,0.001114,0.017992,-0.012348,0.018749,-0.021745,-0.006639,-0.001802,0.025663,0.00807,-0.012149,0.011583,-0.023249,-0.002819,0.005358,0.008806,-0.014642,-0.018471,-0.034478,-0.006356,0.007988,-0.014683,0.001846,0.001624,-0.016844,0.002171,-0.001013,-0.018862,-0.009507,0.010634,0.000961,0.004352,-0.02149,0.02171,0.012774,-0.004712,0.012005,0.003385,0.036992,-0.010652,0.0067,0.011766,-0.01833,0.017761,-0.014277,-0.009126,-0.013036,0.013649,-0.008166,0.004258,0.017918,-0.002424,0.012843,-0.005501,0.009838,-0.014349,-0.023806,0.044514,-0.00511,-0.017735,-0.010972,-0.021806,-0.017112,-0.036494,-0.013318,0.006046,-0.009404,0.000462,0.003768,-0.005173,0.022101,0.00143,-0.007164,0.016273,0.025634,-0.01096,-0.02018,-0.020717,0.012062,0.005418,0.01617,-0.008317,0.007181,-0.008867,-0.006419,-0.004163,0.011089,-0.005455,-0.016523,0.020671,0.004362,0.009888,-0.030332,-0.007134,0.018945,-0.005042,-0.023986,-0.002367
"Death",0.002403,-0.005907,0.017834,-0.003697,0.013363,-0.005687,0.017971,-0.013644,-0.003415,-0.014872,0.011746,0.010566,-0.002955,0.005585,-0.017626,-0.006673,0.00982,0.004889,-0.015163,-0.008841,-0.024382,-0.004385,0.007334,-0.011945,0.009061,-0.001806,-0.011275,0.008155,0.005058,-0.006978,-0.007232,-5e-05,-0.008432,-0.005766,-0.003124,0.015543,-0.001244,-0.005753,0.018185,0.003326,0.010649,-0.011005,0.011151,0.009613,-0.010225,0.014684,-0.011692,-0.002594,-0.008228,0.009722,-0.00635,0.004585,0.022865,-0.004799,0.00487,-0.002772,0.014092,-0.012165,-0.020007,0.02244,-0.008042,-0.008732,0.001046,-0.001539,-0.024433,-0.020453,-0.015004,0.001345,-0.008627,0.000908,0.008001,-0.006438,0.01147,-0.005678,-0.005034,0.016708,0.020172,-0.008422,-0.011765,-0.009369,0.007144,0.00291,-0.002663,-0.001504,-0.000265,-0.010754,0.001694,-0.013463,0.000945,-0.00299,-0.015586,0.011421,0.003913,0.012032,-0.018989,0.004542,0.014196,0.003311,-0.009785,-0.012245
"Cranch",-0.005559,-0.005285,0.025873,0.005347,0.018779,0.000788,0.020141,-0.011089,-0.0012,-0.007868,0.01267,0.007383,-0.009085,0.005656,-0.031286,-0.005519,0.014654,0.002512,-0.020103,-0.020266,-0.036405,-0.007735,0.002085,-0.01982,0.001664,0.001035,-0.011108,0.009398,0.009828,-0.009234,-0.006491,-0.002112,-0.003844,-0.004001,-0.013343,0.021034,0.014131,-0.012057,0.016926,0.014478,0.022307,-0.024365,0.008719,0.019507,-0.018894,0.014406,-0.010963,-0.001047,-0.007082,0.022228,-0.009093,0.013303,0.029045,-0.004959,0.01136,-5.2e-05,0.014879,-0.013712,-0.02242,0.0387,-0.010914,-0.011503,-0.003451,-0.004749,-0.022271,-0.035625,-0.005359,0.013772,-0.015344,-0.001429,0.004411,-0.005777,0.021141,-0.010339,-0.014956,0.012685,0.022132,-0.012273,-0.020837,-0.015651,0.021233,0.009416,0.006414,-0.010596,0.007965,-0.007755,-0.014813,-0.012654,0.002291,-0.003908,-0.013481,0.025148,0.001475,0.014349,-0.038985,0.001294,0.020165,0.002101,-0.014748,-0.019757
"accordingly",-0.006599,-0.005733,0.011142,0.006679,0.015152,0.001598,0.014557,-0.005006,0.003454,0.000943,0.011,0.001451,-0.009444,0.000601,-0.009715,-0.001867,0.004919,-0.000588,-0.010842,-0.009477,-0.023805,0.002299,0.008843,-0.00653,0.002942,-0.004611,-0.004573,5e-06,0.005172,0.00131,0.003877,0.003334,0.006429,0.000139,-0.017862,0.010937,0.011766,-0.002194,0.005586,0.010107,0.014886,-0.018181,-0.004833,0.011723,-0.010692,0.004491,-0.001077,-0.004528,-0.012812,0.016419,-0.009857,-0.001903,0.007259,-0.001595,0.010758,-0.005343,0.000348,-0.001975,0.000288,0.014121,0.003078,-0.00138,-0.008341,-0.010157,-0.003722,-0.003935,-0.000449,0.007775,-0.008054,-0.000893,0.008643,0.004695,0.009749,-0.001323,-0.004206,-0.004564,0.007618,-0.004177,-0.007886,-0.009305,0.013728,0.002292,-0.000456,-0.002381,0.007747,-0.003415,-0.001002,-0.003786,-0.003546,0.001927,-0.009002,0.001246,-0.010608,0.005099,-0.019,-0.00985,-0.003967,-0.000212,-0.010438,-0.005444
"opening",-0.001687,-0.008985,0.010184,-0.004801,0.007212,-0.009662,0.006959,-0.008996,-0.00085,-0.000552,0.008045,0.002285,-0.003828,0.008911,-0.014301,-0.001815,0.0045,-0.001126,-0.015124,-0.012736,-0.014306,-0.00615,0.003574,-0.004924,0.004147,0.004449,-0.007435,0.000298,0.009171,-0.009056,-0.005621,0.002714,0.00066,0.001698,-0.004548,0.006321,0.001768,-0.002236,0.004187,0.012684,0.006552,-0.012903,0.003028,0.012181,-0.004765,0.004234,-0.00201,-0.001029,-0.006145,0.011458,-0.002716,-0.001211,0.007993,-0.000901,0.006633,-0.007225,0.00719,-0.004396,-0.009412,0.024337,-0.005841,-0.001487,-0.001741,0.002328,-0.005135,-0.013211,-0.009619,0.005349,-0.013204,-0.00345,0.009419,-0.000783,0.003991,-0.003853,-0.000202,0.000399,0.008796,-0.005074,-0.007695,-0.000937,0.008606,0.004313,-0.003398,-0.00391,0.0024,-0.000925,-0.002314,-0.006765,0.000688,-0.00714,-0.009496,0.002855,0.000823,0.004872,-0.018409,-0.001953,0.009518,-0.003948,-0.006006,-0.007818
"Answer",-0.005151,-0.013927,0.016807,-0.002961,0.012645,-0.009168,0.019559,-0.014647,-0.007646,-0.004428,0.016486,0.010478,-0.014379,0.006414,-0.020409,0.002112,0.014511,0.004037,-0.012754,-0.022388,-0.029936,-0.004806,0.008417,-0.009556,-0.001243,-0.001483,-0.014348,0.0079,0.002189,-0.014692,-0.001885,0.002589,-0.003613,0.005603,-0.014855,0.017408,0.014979,-0.0041,0.009118,0.009497,0.020246,-0.011676,0.00793,0.012966,-0.021917,0.015179,-0.011259,-0.000711,-0.004382,0.01553,-0.006311,0.011277,0.016271,0.00291,0.005036,-0.002388,0.015043,-0.011238,-0.019027,0.03475,-0.011908,-0.006182,-0.006866,-0.00422,-0.023938,-0.030814,-0.013335,0.009271,-0.008237,0.005929,-0.000365,0.002294,0.017361,-0.003786,-0.008893,0.009592,0.026723,-0.012445,-0.02171,-0.017279,0.017478,0.004103,0.003548,-0.007361,0.004754,-0.003794,-0.011358,-0.011389,0.008215,-0.006416,-0.013912,0.024183,-0.002253,0.004248,-0.036017,0.001339,0.015425,-0.003563,-0.013808,-0.015092
"sight",-0.009888,-0.016586,0.016586,0.010871,0.029477,-0.018635,0.029848,-0.026661,-0.01185,0.002581,0.030471,0.003193,-0.014228,0.010579,-0.025651,-0.003598,0.014765,0.012513,-0.021003,-0.027004,-0.029412,-0.004434,0.017061,-0.004874,0.008482,0.003343,-0.014932,-0.003056,-0.002051,-0.019185,-0.008971,0.01454,0.008325,-0.003119,-0.025366,0.021543,0.010965,0.001835,0.006993,0.000457,0.039125,-0.02033,0.007989,0.014109,-0.018284,0.015298,-0.015381,-0.002232,-0.023308,0.022955,-0.002112,-0.004894,0.017589,-0.009262,0.012474,-0.014229,0.008322,-0.014418,-0.017222,0.028983,-0.00066,-0.010994,-0.005843,-0.02013,-0.007329,-0.036619,-0.017548,0.004306,-0.009317,0.013066,0.002849,-0.007673,0.016893,-0.004451,0.002208,0.017398,0.024688,-0.01176,-0.024285,-0.017256,0.015491,0.009296,0.005591,-0.010405,0.005689,-0.011142,0.002697,0.002261,0.005949,0.001207,-0.012114,0.017127,0.008612,0.002422,-0.029565,-0.018073,0.011867,0.001834,-0.014772,0.004576
"Tories",0.002551,-0.013257,0.022833,-0.005408,0.019888,-0.008798,0.023337,-0.009615,-0.001621,-0.00946,0.012127,0.008024,-0.00726,0.003471,-0.026889,-0.003993,0.011904,0.00449,-0.024789,-0.027639,-0.033004,-0.006161,0.009331,-0.007138,0.011414,0.003289,-0.016211,0.017277,0.016308,-0.00772,0.00128,0.002825,-0.014849,-0.004607,-0.020889,0.015083,0.008913,0.001381,0.010557,0.017323,0.013407,-0.016744,0.008899,0.017957,-0.011071,0.012086,-0.018265,-0.003565,-0.010064,0.011427,-0.005796,0.009924,0.028997,-0.002404,0.008348,-1.3e-05,0.018351,-0.018245,-0.018524,0.04088,-0.011855,-0.005854,-0.003992,-0.000332,-0.021805,-0.030874,-0.01262,0.013187,-0.017495,-0.002961,0.012156,-0.006467,0.023302,-0.011536,-0.01104,0.010011,0.022372,-0.006237,-0.020504,-0.008663,0.022978,0.00448,0.001095,-0.00454,0.005773,-0.01488,-0.015666,-0.007823,0.006175,-0.002636,-0.018704,0.013099,0.002174,0.011612,-0.036388,0.0028,0.01471,-0.004255,-0.015546,-0.020154
"Frigate",0.000359,-0.007784,0.014838,-0.000511,0.024495,-0.017233,0.024174,-0.01372,-0.014205,-0.007689,0.020136,0.008665,-0.002429,0.01058,-0.020028,-0.000408,0.015588,0.016143,-0.019229,-0.021835,-0.02593,-0.007122,0.017187,-0.001524,0.016196,-0.003101,-0.021932,0.012506,0.011016,-0.002888,0.002195,0.007859,-0.007375,-0.004527,-0.019108,0.022077,0.003791,0.004458,0.015297,0.011037,0.015064,-0.008491,0.007471,0.003596,-0.005704,0.015497,-0.012059,0.000213,-0.013429,0.005087,-0.00605,-0.000334,0.021705,-0.002247,0.009375,-0.002075,0.012299,-0.012665,-0.024553,0.021264,-0.003938,-0.010144,-0.002483,-0.007863,-0.010528,-0.019319,-0.01594,0.007489,-0.014083,0.008245,0.007355,-0.00991,0.015637,-0.000211,-6e-06,0.020381,0.027228,0.00166,-0.015322,-0.004815,0.006819,0.003016,-0.003204,0.002852,0.011329,-0.015209,-0.005769,0.002548,0.005114,-0.003953,-0.020921,0.00351,0.004336,0.008173,-0.021769,-0.000847,0.005715,-0.003202,-0.014888,-0.005649
"Observation",-0.004632,-0.011737,0.022634,0.003725,0.018007,-0.010176,0.018167,-0.010449,-0.002346,-0.002574,0.025296,0.000556,-0.01791,0.002769,-0.012235,-0.006508,0.006568,0.004573,-0.014991,-0.023274,-0.020288,-0.002905,0.020147,-0.013605,0.00124,0.006816,-0.009579,0.010423,0.00174,-0.007143,0.004941,0.006424,0.000901,0.000521,-0.024507,0.013237,0.023977,0.000549,0.005518,0.01277,0.015917,-0.010291,-0.007063,0.008747,-0.015246,0.007533,-0.007235,-0.003076,-0.011241,0.013122,-0.002763,-0.002627,0.021261,-0.005166,0.012961,-0.013875,0.006375,-0.000962,-0.016284,0.027162,-0.003874,-0.00026,-0.004219,-0.021056,-0.007143,-0.01882,-0.01352,0.009619,-0.012375,0.009296,0.003098,0.005702,0.023509,0.003497,-0.001112,0.00247,0.022105,-0.014465,-0.016614,-0.018357,0.011853,0.007812,0.008699,-0.007628,0.019131,-0.005005,-0.009519,0.00303,0.006162,-0.005708,-0.00955,0.007531,0.001383,0.00911,-0.030242,-0.003079,0.005345,-0.008373,-0.015177,-0.011908
